Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"76052-1","DC Comics Super Heroes","Batman Classic TV Series",2016,"Batman Classic TV Series - Batcave",9,2526,239.99,269.99,329.99,249.99,5702015597654,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,232.0700,213.6700,"01/03/2016","31/12/2017"
"71006-1","The Simpsons","",2014,"The Simpsons House",6,2523,189.99,199.99,229.99,199.99,5702015115810,,58.2,48,12.4,3.62,"",0,0,0,,0,0,,,,,,,,,380.9300,281.1400,"01/02/2014","31/12/2017"
"10320-1","Icons","Pirates System",2023,"Eldorado Fortress",9,2509,189.99,214.99,279.99,214.99,5702017416922,673419375337,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,213.1000,199.9500,"04/07/2023","31/12/2026"
"10270-1","Creator Expert","Modular Buildings Collection",2020,"Bookshop",5,2504,169.99,199.99,249.99,199.99,5702016667974,673419322034,57.8,37.3,10.2,2.946,"",0,0,0,,0,0,,,,,,,,,152.6700,148.8500,"01/01/2020","31/12/2023"
"10212-1","Star Wars","Ultimate Collector Series",2010,"Imperial Shuttle",5,2503,245.99,259.99,309.99,,,673419131261,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,924.0000,706.7200,"01/09/2010","31/12/2012"
"42098-1","Technic","",2019,"Car Transporter",,2493,139.99,179.99,229.99,149.99,5702016369892,,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,213.3100,178.2800,"01/08/2019","31/12/2020"
"10260-1","Creator Expert","Modular Buildings Collection",2018,"Downtown Diner",6,2480,129.99,169.99,219.99,149.99,5702016111842,,58,37.5,9.8,,"",0,0,0,,0,0,,,,,,,,,279.4200,255.7400,"01/01/2018","31/12/2020"
"10243-1","Creator Expert","Modular Buildings Collection",2014,"Parisian Restaurant",5,2469,142.99,159.99,189.99,149.99,5702015122672,,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,313.2300,249.6900,"01/01/2014","31/12/2019"
"10247-1","Creator Expert","Fairground Collection",2015,"Ferris Wheel",10,2464,159.99,199.99,229.99,179.99,5702015357616,,58,47.6,8.8,,"",0,0,0,,0,0,,,,,,,,,359.6100,238.1700,"01/06/2015","31/12/2018"
"9287-1","Education","Town",1996,"Bonus Lego Basic Town",,2456,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,511.2900,,"",""
"2000431-1","Serious Play","",2013,"Connections Kit",,2455,489.99,754.99,754.99,559.99,673419206556,673419206553,,,,,"",0,0,0,,0,0,,,,,,,,,676.2800,,"",""
"80039-1","Monkie Kid","Season 3",2022,"The Heavenly Realms",8,2433,159.99,189.99,239.99,179.99,5702017153803,673419357777,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,174.7300,121.2600,"01/06/2022","31/12/2023"
"3443-1","Basic","Mosaic",2000,"LEGO Mosaic",,2427,,30,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"42069-1","Technic","",2017,"Extreme Adventure",,2382,139.99,179.99,239.99,129.99,5702015869751,673419267533,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,192.2600,120.8500,"01/08/2017","31/12/2018"
"10251-1","Creator Expert","Modular Buildings Collection",2016,"Brick Bank",5,2380,129.99,169.99,219.99,149.99,5702015591058,,58,37.5,8.2,,"",0,0,0,,0,0,,,,,,,,,530.7400,427.0600,"01/01/2016","31/12/2018"
"80049-1","Monkie Kid","Season 4",2023,"Dragon of the East Palace",9,2364,169.99,189.99,249.99,189.99,5702017415604,673419374699,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,195.8900,,"01/06/2023","31/12/2024"
"76161-1","DC Comics Super Heroes","Batman 1989",2020,"1989 Batwing",3,2363,174.99,199.99,259.99,199.99,5702016669404,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,204.2100,176.3900,"01/11/2020","31/12/2022"
"10237-1","The Lord of the Rings","The Two Towers",2013,"Tower of Orthanc",5,2359,169.99,199.99,249.99,199.99,5702014975194,,48.006,58.1914,9.0932,3.18,"",0,0,0,,0,0,,,,,,,,,589.4800,513.8300,"01/07/2013","31/07/2015"
"10283-1","Icons","Space",2021,"NASA Space Shuttle Discovery",,2354,169.99,199.99,269.99,199.99,5702016914061,673419340298,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,165.3600,136.9500,"01/04/2021","31/12/2024"
"10274-1","Icons","Vehicles",2020,"Ghostbusters ECTO-1",,2352,209.99,239.99,299.99,239.99,5702016668018,673419322188,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,166.4800,134.1000,"15/11/2020","31/12/2024"
"10185-1","Advanced models","Modular Buildings Collection",2008,"Green Grocer",4,2352,99.99,149.99,219.99,,5702014518599,673419130554,57.6,48,9.6,,"",0,0,0,,0,0,,,,,,,,,1742.2600,980.9500,"01/03/2008","31/12/2010"
"21337-1","Ideas","",2022,"Table Football",22,2339,214.99,249.99,309.99,249.99,5702017247014,673419366441,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,154.6800,,"01/11/2022","31/12/2023"
"10317-1","Icons","Vehicles",2023,"Land Rover Classic Defender 90",,2336,209.99,239.99,329.99,239.99,5702017416908,673419375313,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,193.9900,154.9900,"01/04/2023","31/12/2025"
"80054-1","Monkie Kid","Season 5",2024,"Megapolis City",,2330,159.99,189.99,249.99,179.99,5702017584683,673419389921,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21311-1","Ideas","Licensed",2018,"Voltron",,2321,159.99,179.99,229.99,179.99,5702016068726,,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,328.6500,263.0200,"01/08/2018","31/12/2019"
"75371-1","Star Wars","Episode VI",2023,"Chewbacca",1,2319,179.99,199.99,259.99,209.99,5702017462851,673419381376,37.8,58.2,10.3,,"",0,0,0,,0,0,,,,,,,,,166.3700,106.6000,"01/09/2023","31/12/2025"
"21341-1","Ideas","Licensed",2023,"Disney Hocus Pocus: The Sanderson Sisters' Cottage",9,2316,199.99,229.99,299.99,229.99,5702017452142,673419381161,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,259.3300,,"01/07/2023","31/12/2025"
"21333-1","Ideas","Licensed",2022,"Vincent van Gogh - The Starry Night",1,2316,149.99,169.99,219.99,169.99,5702017189840,673419361941,48,37.8,11.2,2.85,"",0,0,0,,0,0,,,,,,,,,162.5400,100.0000,"25/05/2022","31/12/2025"
"75308-1","Star Wars","Miscellaneous",2021,"R2-D2",1,2314,209.99,239.99,299.99,239.99,5702016914191,673419340953,37.8,58.2,10.3,,"",0,0,0,,0,0,,,,,,,,,172.7300,128.6900,"01/05/2021","31/12/2024"
"6268521-1","Harry Potter","Promotional",2018,"Harry Potter Mosaic",,2308,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6268522-1","Harry Potter","Promotional",2018,"Hermione Granger Mosaic",,2308,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6278335-1","The LEGO Movie 2","Promotional",2018,"Emmet Lenticular Mosaic",,2308,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6250093-1","Marvel Super Heroes","Promotional",2018,"Iron Man Mosaic",,2308,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"70618-1","The LEGO Ninjago Movie","",2017,"Destiny's Bounty",7,2295,109.99,159.99,199.99,169.99,5702015611480,673419252263,58.1914,37.7952,11.811,2.707944,"",0,0,0,,0,0,,,,,,,,,245.0700,172.8400,"01/08/2017","31/07/2019"
"71042-1","Pirates of the Caribbean","Dead Men Tell No Tales",2017,"Silent Mary",8,2294,179.99,199.99,249.99,199.99,5702015866835,673419265638,58.1914,48.006,9.0932,2.961956,"",0,0,0,,0,0,,,,,,,,,388.4000,309.9700,"01/04/2017","31/12/2018"
"75810-1","Stranger Things","",2019,"The Upside Down",8,2287,179.99,199.99,269.99,199.99,5702016468953,,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,321.4200,277.6700,"01/06/2019","31/12/2021"
"21010-1","Architecture","Architect Series",2011,"Robie House",,2276,169.99,199.99,249.99,,5702014802629,,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,527.6800,348.8100,"01/09/2011","31/12/2013"
"10246-1","Creator Expert","Modular Buildings Collection",2015,"Detective's Office",6,2262,142.99,159.99,199.99,149.99,5702015348386,,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,398.3600,288.1600,"01/01/2015","31/12/2018"
"45809-1","Education","FIRST LEGO League Challenge",2019,"City Shaper Challenge Kit",1,2238,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,159.4800,179.0600,"",""
"10197-1","Advanced models","Modular Buildings Collection",2009,"Fire Brigade",4,2231,99.99,149.99,199.99,,,673419121811,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,594.9000,644.8100,"01/09/2009","31/12/2013"
"K34434-1","Basic","Mosaic",2003,"Mosaic Tiger",,2217,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,299.0000,149.9900,"",""
"10279-1","Icons","Vehicles",2021,"Volkswagen T2 Camper Van",,2207,139.99,179.99,249.99,159.99,5702016913736,,57.8,37.4,11.2,2.945,"",0,0,0,,0,0,,,,,,,,,147.2100,137.6600,"01/08/2021","31/12/2022"
"10232-1","Creator Expert","Modular Buildings Collection",2013,"Palace Cinema",6,2196,129.99,149.99,199.99,139.99,5702014971899,673419189729,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,303.4200,255.2500,"01/03/2013","31/12/2017"
"42114-1","Technic","Licensed",2020,"6x6 Volvo Articulated Hauler",,2193,229.99,249.99,319.99,259.99,5702016617528,673419318662,58.2,48,12.4,3.62,"",0,0,0,,0,0,,,,,,,,,204.5600,181.2400,"01/08/2020","31/12/2021"
"80036-1","Monkie Kid","Season 3",2022,"The City of Lanterns",9,2187,119.99,159.99,199.99,139.99,5702017153773,673419355841,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,160.1600,109.9600,"01/01/2022","31/12/2024"
"10211-1","Advanced models","Modular Buildings Collection",2010,"Grand Emporium",7,2182,132.99,149.99,199.99,,,673419128957,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,498.1300,337.8100,"01/03/2010","31/12/2014"
"71016-1","The Simpsons","",2015,"Kwik-E-Mart",6,2179,179.99,199.99,229.99,199.99,5702015366922,,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,424.9000,312.5800,"01/05/2015","31/12/2017"
"9452-1","Dacta","",1991,"Giant LEGO topic set",,2165,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21325-1","Ideas","",2021,"Medieval Blacksmith",4,2164,159.99,179.99,229.99,179.99,5702016911985,673419338349,47.8,37.4,9.8,2.416,"",0,0,0,,0,0,,,,,,,,,151.2500,125.6600,"01/02/2021","31/12/2023"
"45802-1","Education","FIRST LEGO League Challenge",2016,"Animal Allies Challenge Kit",2,2161,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,183.1500,162.0400,"",""
"910009-1","Bricklink","2021 Designer Program",2022,"Modular LEGO Store",6,2149,132.99,179.99,,149.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,518.5600,365.7700,"",""
"75098-1","Star Wars","Ultimate Collector Series",2016,"Assault on Hoth",15,2144,229.99,249.99,299.99,249.99,5702015352604,,58.1914,48.006,9.0932,2.96,"",0,0,0,,0,0,,,,,,,,,467.0100,379.5100,"01/05/2016","31/12/2017"
"K34433-1","Basic","Mosaic",2003,"Mosaic Johnny Thunder",,2127,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"K34431-1","Basic","Mosaic",2003,"Mosaic Cat",,2127,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,125.0000,"",""
"10225-1","Star Wars","Ultimate Collector Series",2012,"R2-D2",1,2127,149.99,179.99,229.99,,5702014846647,673419169103,37.8,58.2,10.3,,"",0,0,0,,0,0,,,,,,,,,215.6600,81.8900,"01/05/2012","31/12/2014"
"21060-1","Architecture","Landmark Series",2023,"Himeji Castle",,2125,139.99,159.99,209.99,159.99,5702017417721,673419374040,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,129.2800,,"01/08/2023","31/12/2025"
"9697-1","Education","FIRST LEGO League Challenge",2011,"Food Factor Challenge Kit",,2119,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,150.0000,"",""
"42129-1","Technic","Licensed",2021,"4x4 Mercedes-Benz Zetros Trial Truck",,2110,284.99,329.99,439.99,329.99,5702016912845,673419340359,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,179.8100,192.5800,"01/08/2021","31/12/2021"
"21343-1","Ideas","",2023,"Viking Village",4,2103,124.99,129.99,169.99,139.99,5702017497884,673419384858,47.6,37.4,10.7,2.364,"",0,0,0,,0,0,,,,,,,,,156.9400,,"",""
"45800-1","Education","FIRST LEGO League Challenge",2014,"FLL World Class: Learning Unleashed Challenge Kit",2,2101,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,185.3800,104.9900,"",""
"31209-1","Art","Licensed",2023,"The Amazing Spider-Man",,2099,169.99,199.99,259.99,199.99,5702017415567,673419374903,37.8,58.2,11.8,,"",0,0,0,,0,0,,,,,,,,,137.6000,,"01/08/2023","31/12/2025"
"910003-1","Bricklink","2021 Designer Program",2022,"Mountain Windmill",,2085,132.99,179.99,,149.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,260.9600,220.0000,"",""
"10318-1","Icons","Miscellaneous",2023,"Concorde",,2083,169.99,199.99,259.99,199.99,5702017416915,673419375320,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,212.4800,160.0000,"04/09/2023","31/12/2026"
"21338-1","Ideas","",2023,"A-Frame Cabin",4,2082,159.99,179.99,239.99,179.99,5702017417448,673419376259,47.5,37.5,10.8,2.495,"",0,0,0,,0,0,,,,,,,,,157.4600,130.0000,"01/02/2023","31/12/2025"
"21327-1","Ideas","",2021,"Typewriter",,2079,214.99,249.99,309.99,249.99,5702016995831,673419345347,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,205.5700,154.1000,"01/07/2021","31/12/2025"
"21335-1","Ideas","",2022,"Motorized Lighthouse",2,2065,259.99,299.99,379.99,299.99,5702017189925,673419361484,47.5,57.8,9,3.339,"",0,0,0,,0,0,,,,,,,,,245.5000,181.3300,"01/09/2022","31/12/2025"
"71395-1","Super Mario","Miscellaneous",2021,"Super Mario 64 Question Mark Block",,2064,169.99,199.99,249.99,199.99,5702016912432,673419339032,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,166.2300,126.3800,"01/10/2021","31/07/2024"
"10228-1","Monster Fighters","",2012,"Haunted House",6,2064,149.99,179.99,199.99,,5702014846746,673419169240,39,24,19,,"",0,0,0,,0,0,,,,,,,,,467.7800,399.9400,"01/09/2012","31/12/2014"
"10182-1","Advanced models","Modular Buildings Collection",2007,"Cafe Corner",3,2056,88.09,139.99,,,5702014499898,,57.6,48,9.6,,"",0,0,0,,0,0,,,,,,,,,2201.4800,878.5000,"08/04/2007","31/12/2009"
"76240-1","DC Comics Super Heroes","The Dark Knight Trilogy",2021,"Batmobile Tumbler",2,2049,229.99,269.99,349.99,269.99,5702017100104,673419350914,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,179.7400,146.9700,"01/11/2021","31/12/2024"
"21310-1","Ideas","",2017,"Old Fishing Store",4,2049,139.99,149.99,179.99,149.99,5702016041057,,47.8,37.3,10.9,,"",0,0,0,,0,0,,,,,,,,,417.6000,344.1900,"01/09/2017","31/12/2018"
"10292-1","Icons","Licensed",2021,"The Friends Apartments",7,2048,159.99,179.99,229.99,179.99,5702016914306,673419340311,58,37.6,9.9,2.737,"",0,0,0,,0,0,,,,,,,,,158.7700,109.3300,"01/06/2021","31/12/2023"
"8110-1","Technic","Licensed",2011,"Mercedes-Benz Unimog U 400",,2048,154.99,199.99,249.99,,5702014734999,,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,330.0500,173.0400,"01/08/2011","31/12/2013"
"45804-1","Education","FIRST LEGO League Challenge",2017,"HYDRO DYNAMICS Challenge Kit",1,2045,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,176.9700,133.1400,"",""
"10218-1","Advanced models","Modular Buildings Collection",2011,"Pet Shop",4,2032,119.99,149.99,199.99,149.99,673419145350,673419145350,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,269.8800,252.7100,"01/06/2011","31/12/2016"
"9664-1","Education","FIRST LEGO League Challenge",2013,"Nature's Fury Challenge Kit",3,2031,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,150.0000,166.9600,"",""
"70751-1","Ninjago","General",2015,"Temple of Airjitzu",13,2028,179.99,199.99,229.99,199.99,5702015347488,673419229685,58.1914,48.006,9.0932,2.56,"",0,0,0,,0,0,,,,,,,,,393.1600,329.4100,"01/09/2015","31/12/2017"
"10217-1","Harry Potter","General",2011,"Diagon Alley",12,2025,132.99,149.99,199.99,,,673419140898,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,368.1500,363.8600,"01/01/2011","31/12/2012"
"21056-1","Architecture","Landmark Series",2021,"Taj Mahal",,2022,104.99,119.99,169.99,119.99,5702016914139,673419339834,38.2,26.2,11.8,,"",0,0,0,,0,0,,,,,,,,,89.9000,81.6400,"01/06/2021","31/12/2025"
"45120-1","Education","",2014,"LearnToLearn Core set",,2018,,,,,,673419241533,,,,,"",0,0,0,,0,0,,,,,,,,,60.3700,,"",""
"42128-1","Technic","",2021,"Heavy-Duty Tow Truck",,2017,159.99,159.99,219.99,179.99,5702016913354,673419340076,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,134.7400,121.1700,"01/08/2021","31/12/2023"
"BL19001-1","Bricklink","AFOL Designer Program",2019,"Löwenstein Castle",3,2015,,199.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,897.1700,599.9900,"",""
"60380-1","City","Town",2023,"Downtown",14,2010,179.99,199.99,259.99,209.99,5702017419473,673419375986,57.8,47.6,8.6,3.203,"",0,0,0,,0,0,,,,,,,,,165.1100,,"01/06/2023","31/12/2024"
"41732-1","Friends","Heartlake City",2023,"Downtown Flower and Design Stores",9,2010,139.99,159.99,219.99,159.99,5702017415185,673419374293,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,111.2800,,"01/01/2023","31/12/2023"
"42145-1","Technic","Licensed",2022,"Airbus H175 Rescue Helicopter",,2001,179.99,209.99,269.99,209.99,5702017160641,673419358217,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,153.7700,142.8600,"01/08/2022","31/12/2024"
"5491-2","Make and Create","",2007,"LEGO XXL 2000 Barrel",,2000,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5491-1","Make and Create","",2006,"XXL 2000",,2000,,40,,,5702014500266,,,,,,"",0,0,0,,0,0,,,,,,,,,168.5900,,"",""
"3598-1","Creator","Bucket",2005,"XXL 2000 Tube",,2000,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,83.0000,"",""
"4425-1","Creator","Bucket",2004,"Better Building More Fun",,2000,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"31206-1","Art","Music",2022,"The Rolling Stones",,1998,129.99,149.99,199.99,149.99,5702017153988,673419356053,32.2,38,21,,"",0,0,0,,0,0,,,,,,,,,104.6000,,"01/06/2022","31/12/2023"
"75060-1","Star Wars","Ultimate Collector Series",2015,"Slave I",4,1996,179.99,199.99,229.99,199.99,5702015123822,,58.1914,37.7952,11.811,3.05,"",0,0,0,,0,0,,,,,,,,,430.7200,352.6800,"01/01/2015","31/12/2018"
"10236-1","Star Wars","Ultimate Collector Series",2013,"Ewok Village",17,1990,199.99,249.99,299.99,249.99,5702014974777,,58.1914,48.006,9.0932,3.15,"",0,0,0,,0,0,,,,,,,,,519.1800,498.9900,"01/09/2013","31/12/2016"
"10184-1","Advanced models","Miscellaneous",2008,"Town Plan",8,1981,88.09,149.99,,,5702014518582,,65.2,43.2,9.6,,"",0,0,0,,0,0,,,,,,,,,356.4400,256.8800,"01/01/2008","31/12/2009"
"42054-1","Technic","Licensed",2016,"CLAAS XERION 5000 TRAC VC",,1977,129.99,179.99,229.99,149.99,5702015594073,673419248716,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,276.3900,165.0100,"01/08/2016","31/12/2017"
"45801-1","Education","FIRST LEGO League Challenge",2015,"Trash Trek Challenge Kit",2,1973,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,161.8200,170.3000,"",""
"92176-1","Ideas","NASA",2020,"NASA Apollo Saturn V",,1969,104.99,119.99,149.99,119.99,5702016956337,673419344968,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,140.1100,131.2000,"01/11/2020","31/12/2022"
"21309-1","Ideas","NASA",2017,"NASA Apollo Saturn V",,1969,109.99,119.99,149.99,119.99,5702016000078,673419344968,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,147.0200,106.3400,"01/06/2017","31/12/2019"
"75181-1","Star Wars","Ultimate Collector Series",2018,"Y-wing Starfighter",2,1967,169.99,199.99,249.99,199.99,5702016109665,,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,401.3200,319.1900,"04/05/2018","31/12/2019"
"80013-1","Monkie Kid","A Hero is Born",2020,"Monkie Kid's Team Secret HQ",8,1959,149.99,169.99,249.99,169.99,5702016617689,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,118.1100,144.9900,"16/05/2020","31/12/2022"
"910001-1","Bricklink","2021 Designer Program",2021,"Castle in the Forest",6,1957,132.99,179.99,,149.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,461.0300,409.4100,"",""
"80024-1","Monkie Kid","Season 2",2021,"The Legendary Flower Fruit Mountain",8,1949,149.99,169.99,249.99,169.99,5702016911480,673419338554,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,176.1400,130.2000,"01/03/2021","31/12/2022"
"75355-1","Star Wars","Ultimate Collector Series",2023,"X-wing Starfighter",2,1949,209.99,239.99,319.99,239.99,5702017421384,673419376976,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,202.6200,188.2100,"01/05/2023","31/12/2025"
"45816-1","Education","FIRST LEGO League Challenge",2021,"CARGO CONNECT Challenge Kit",,1920,,,,,,,116,18.8,13.9,,"",0,0,0,,0,0,,,,,,,,,193.9200,147.8200,"01/08/2021","31/12/2023"
"42130-1","Technic","Licensed",2022,"BMW M 1000 RR",,1920,214.99,249.99,309.99,249.99,5702016912920,673419339698,58.2,37.8,10.3,,"",0,0,0,,0,0,,,,,,,,,161.5800,147.7700,"01/01/2022","31/12/2024"
"9389-1","Education","",2012,"Community Starter Set",,1907,,199.99,,,,673419168175,43.8,32.3,27.4,3.2,"",0,0,0,,0,0,,,,,,,,,191.0900,,"01/01/2012","31/12/2020"
"76193-1","Marvel Super Heroes","Avengers: Endgame",2021,"The Guardians' Ship",6,1901,139.99,159.99,199.99,159.99,5702016913217,673419339896,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,131.0200,92.3600,"01/06/2021","31/12/2023"
"45806-1","Education","FIRST LEGO League Challenge",2018,"INTO ORBIT Challenge Kit",3,1892,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,215.0000,150.0000,"",""
"75341-1","Star Wars","Ultimate Collector Series",2022,"Luke Skywalker's Landspeeder",2,1890,209.99,239.99,299.99,239.99,5702017155647,673419357586,58.2,37.8,8.7,,"",0,0,0,,0,0,,,,,,,,,154.7400,126.1600,"04/05/2022","31/12/2024"
"8421-1","Technic","",2005,"Mobile Crane",,1884,89.99,150,,,5702014415409,673419054270,65.2,48,9.6,3.56,"",0,0,0,,0,0,,,,,,,,,416.7100,143.1800,"01/06/2005","31/12/2007"
"8258-1","Technic","",2009,"Crane Truck",,1877,129.99,149.99,,,5702014532441,,58.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,440.4800,196.9800,"01/08/2009","31/12/2011"
"8285-1","Technic","",2006,"Tow Truck",,1877,89.99,119.99,,,5702014457508,673419070010,65.2,43.2,9.6,3.43,"",0,0,0,,0,0,,,,,,,,,581.1900,185.7200,"01/08/2006","31/12/2008"
"10300-1","Icons","Vehicles",2022,"Back to the Future Time Machine",2,1872,169.99,199.99,249.99,199.99,5702017153186,673419355681,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,171.3700,128.2200,"01/04/2022","31/12/2025"
"76023-1","DC Comics Super Heroes","The Dark Knight Trilogy",2014,"The Tumbler",2,1869,159.99,199.99,229.99,199.99,5702015129299,,58.1914,48.006,12.3952,3.47,"",0,0,0,,0,0,,,,,,,,,310.3900,148.0300,"01/09/2014","31/12/2015"
"10018-1","Star Wars","Ultimate Collector Series",2001,"Darth Maul",,1868,,149.99,,,5702014156845,,57.6,48,11.4,,"",0,0,0,,0,0,,,,,,,,,3200.0000,662.5200,"29/10/2001","31/10/2002"
"42070-1","Technic","",2017,"6x6 All Terrain Tow Truck",,1862,219.99,289.99,369.99,249.99,5702015869768,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,248.1600,203.6600,"01/08/2017","31/12/2019"
"9322-1","Education","",2007,"Town Developers Set",12,1860,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,226.4300,198.0000,"",""
"3723-1","Advanced models","Sculptures",2000,"LEGO Mini-Figure",,1850,,149,,,,,65.2,48,9.6,,"",0,0,0,,0,0,,,,,,,,,1100.3200,326.0300,"01/11/2000","30/06/2002"
"70839-1","The LEGO Movie 2","",2019,"The Rexcelsior!",4,1826,139.99,149.99,199.99,149.99,5702016368222,,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,177.8500,116.4600,"01/05/2019","31/12/2019"
"80113-1","Seasonal","Chinese Traditional Festival",2024,"Family Reunion Celebration",,1823,89.99,129.99,169.99,99.99,5702017591643,673419391283,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"31208-1","Art","Miscellaneous",2023,"Hokusai - The Great Wave",,1810,89.99,99.99,139.99,99.99,5702017412160,673419374897,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,81.8500,,"01/01/2023","31/12/2025"
"43225-1","Disney","The Little Mermaid",2023,"The Little Mermaid Royal Clamshell",5,1808,139.99,159.99,219.99,159.99,5702017424941,673419378284,62,39,12,,"",0,0,0,,0,0,,,,,,,,,128.9900,,"01/05/2023","31/12/2024"
